factor_id,factor_group_id,rarity,grade,factor_type,effect_group_id,succession_search_hidden,start_date,end_date
3103001,31030,1,1,6,61,0,1483196400,2524575600
3103002,31030,2,1,6,62,0,1483196400,2524575600
3103003,31030,3,1,6,63,0,1483196400,2524575600
4000101,40001,1,1,7,0,0,1641870000,1642474799
4000102,40002,1,1,7,0,0,1649991600,1650596399
4000103,40003,1,1,7,0,0,1674442800,1675047599
4000104,40004,1,1,7,0,0,1684724400,1685329199
4000105,40005,1,1,7,0,0,1695351600,1695956399
4000106,40006,1,1,7,0,0,1703127600,1703732399
4000107,40007,1,1,7,0,0,1728615600,1729393199
5000101,50001,1,1,10,21,0,1483196400,2524575600
5000102,50001,2,1,10,22,0,1483196400,2524575600
5000103,50001,3,1,10,23,0,1483196400,2524575600
5000201,50002,1,1,10,21,0,1483196400,2524575600
5000202,50002,2,1,10,22,0,1483196400,2524575600
5000203,50002,3,1,10,23,0,1483196400,2524575600
5000301,50003,1,1,8,21,0,1483196400,2524575600
5000302,50003,2,1,8,22,0,1483196400,2524575600
5000303,50003,3,1,8,23,0,1483196400,2524575600
5000401,50004,1,1,8,21,0,1483196400,2524575600
5000402,50004,2,1,8,22,0,1483196400,2524575600
5000403,50004,3,1,8,23,0,1483196400,2524575600
5000501,50005,1,1,8,21,0,1483196400,2524575600
5000502,50005,2,1,8,22,0,1483196400,2524575600
5000503,50005,3,1,8,23,0,1483196400,2524575600
5000601,50006,1,1,8,21,0,1483196400,2524575600
5000602,50006,2,1,8,22,0,1483196400,2524575600
5000603,50006,3,1,8,23,0,1483196400,2524575600
5000701,50007,1,1,11,21,0,1483196400,2524575600
5000702,50007,2,1,11,22,0,1483196400,2524575600
5000703,50007,3,1,11,23,0,1483196400,2524575600
5000801,50008,1,1,11,21,0,1483196400,2524575600
5000802,50008,2,1,11,22,0,1483196400,2524575600
5000803,50008,3,1,11,23,0,1483196400,2524575600
5000901,50009,1,1,11,21,0,1483196400,2524575600
5000902,50009,2,1,11,22,0,1483196400,2524575600
5000903,50009,3,1,11,23,0,1483196400,2524575600
5001001,50010,1,1,11,21,0,1483196400,2524575600
5001002,50010,2,1,11,22,0,1483196400,2524575600
5001003,50010,3,1,11,23,0,1483196400,2524575600
5001101,50011,1,1,9,51,0,1483196400,2524575600
5001102,50011,2,1,9,52,0,1483196400,2524575600
5001103,50011,3,1,9,53,0,1483196400,2524575600
5001201,50012,1,1,9,51,0,1483196400,2524575600
5001202,50012,2,1,9,52,0,1483196400,2524575600
5001203,50012,3,1,9,53,0,1483196400,2524575600
5001301,50013,1,1,9,51,0,1483196400,2524575600
5001302,50013,2,1,9,52,0,1483196400,2524575600
5001303,50013,3,1,9,53,0,1483196400,2524575600
5001401,50014,1,1,9,51,0,1483196400,2524575600
5001402,50014,2,1,9,52,0,1483196400,2524575600
5001403,50014,3,1,9,53,0,1483196400,2524575600
5001501,50015,1,1,9,51,0,1483196400,2524575600
5001502,50015,2,1,9,52,0,1483196400,2524575600
5001503,50015,3,1,9,53,0,1483196400,2524575600
5001601,50016,1,1,9,41,0,1483196400,2524575600
5001602,50016,2,1,9,42,0,1483196400,2524575600
5001603,50016,3,1,9,43,0,1483196400,2524575600
5001701,50017,1,1,9,41,0,1483196400,2524575600
5001702,50017,2,1,9,42,0,1483196400,2524575600
5001703,50017,3,1,9,43,0,1483196400,2524575600
5001801,50018,1,1,9,41,0,1483196400,2524575600
5001802,50018,2,1,9,42,0,1483196400,2524575600
5001803,50018,3,1,9,43,0,1483196400,2524575600
5001901,50019,1,1,9,41,0,1483196400,2524575600
5001902,50019,2,1,9,42,0,1483196400,2524575600
5001903,50019,3,1,9,43,0,1483196400,2524575600
5002001,50020,1,1,9,41,0,1483196400,2524575600
5002002,50020,2,1,9,42,0,1483196400,2524575600
5002003,50020,3,1,9,43,0,1483196400,2524575600
5002101,50021,1,1,9,41,0,1483196400,2524575600
5002102,50021,2,1,9,42,0,1483196400,2524575600
5002103,50021,3,1,9,43,0,1483196400,2524575600
5002201,50022,1,1,9,51,1,1483196400,2524575600
5002202,50022,2,1,9,52,1,1483196400,2524575600
5002203,50022,3,1,9,53,1,1483196400,2524575600
5002301,50023,1,1,9,51,1,1483196400,2524575600
5002302,50023,2,1,9,52,1,1483196400,2524575600
5002303,50023,3,1,9,53,1,1483196400,2524575600
5002401,50024,1,1,9,51,1,1483196400,2524575600
5002402,50024,2,1,9,52,1,1483196400,2524575600
5002403,50024,3,1,9,53,1,1483196400,2524575600
5002501,50025,1,1,9,51,1,1483196400,2524575600
5002502,50025,2,1,9,52,1,1483196400,2524575600
5002503,50025,3,1,9,53,1,1483196400,2524575600
5002601,50026,1,1,9,51,1,1483196400,2524575600
5002602,50026,2,1,9,52,1,1483196400,2524575600
5002603,50026,3,1,9,53,1,1483196400,2524575600
5002701,50027,1,1,9,51,1,1483196400,2524575600
5002702,50027,2,1,9,52,1,1483196400,2524575600
5002703,50027,3,1,9,53,1,1483196400,2524575600
5002801,50028,1,1,9,51,1,1483196400,2524575600
5002802,50028,2,1,9,52,1,1483196400,2524575600
5002803,50028,3,1,9,53,1,1483196400,2524575600
5002901,50029,1,1,9,51,1,1483196400,2524575600
5002902,50029,2,1,9,52,1,1483196400,2524575600
5002903,50029,3,1,9,53,1,1483196400,2524575600
5003001,50030,1,1,9,51,1,1483196400,2524575600
5003002,50030,2,1,9,52,1,1483196400,2524575600
5003003,50030,3,1,9,53,1,1483196400,2524575600
5003101,50031,1,1,9,51,1,1483196400,2524575600
5003102,50031,2,1,9,52,1,1483196400,2524575600
5003103,50031,3,1,9,53,1,1483196400,2524575600
5003201,50032,1,1,9,51,1,1483196400,2524575600
5003202,50032,2,1,9,52,1,1483196400,2524575600
5003203,50032,3,1,9,53,1,1483196400,2524575600
5003301,50033,1,1,9,51,1,1483196400,2524575600
5003302,50033,2,1,9,52,1,1483196400,2524575600
5003303,50033,3,1,9,53,1,1483196400,2524575600
5003401,50034,1,1,9,51,1,1483196400,2524575600
5003402,50034,2,1,9,52,1,1483196400,2524575600
5003403,50034,3,1,9,53,1,1483196400,2524575600
5003501,50035,1,1,9,51,1,1483196400,2524575600
5003502,50035,2,1,9,52,1,1483196400,2524575600
5003503,50035,3,1,9,53,1,1483196400,2524575600
5003601,50036,1,1,9,51,1,1483196400,2524575600
5003602,50036,2,1,9,52,1,1483196400,2524575600
5003603,50036,3,1,9,53,1,1483196400,2524575600
5003701,50037,1,1,9,51,1,1483196400,2524575600
5003702,50037,2,1,9,52,1,1483196400,2524575600
5003703,50037,3,1,9,53,1,1483196400,2524575600
5003801,50038,1,1,9,51,1,1483196400,2524575600
5003802,50038,2,1,9,52,1,1483196400,2524575600
5003803,50038,3,1,9,53,1,1483196400,2524575600
5003901,50039,1,1,9,51,1,1483196400,2524575600
5003902,50039,2,1,9,52,1,1483196400,2524575600
5003903,50039,3,1,9,53,1,1483196400,2524575600
5004001,50040,1,1,9,51,1,1483196400,2524575600
5004002,50040,2,1,9,52,1,1483196400,2524575600
5004003,50040,3,1,9,53,1,1483196400,2524575600
5004101,50041,1,1,9,51,1,1483196400,2524575600
5004102,50041,2,1,9,52,1,1483196400,2524575600
5004103,50041,3,1,9,53,1,1483196400,2524575600
5004201,50042,1,1,9,51,1,1483196400,2524575600
5004202,50042,2,1,9,52,1,1483196400,2524575600
5004203,50042,3,1,9,53,1,1483196400,2524575600
5004301,50043,1,1,9,51,1,1483196400,2524575600
5004302,50043,2,1,9,52,1,1483196400,2524575600
5004303,50043,3,1,9,53,1,1483196400,2524575600
5004401,50044,1,1,9,51,1,1483196400,2524575600
5004402,50044,2,1,9,52,1,1483196400,2524575600
5004403,50044,3,1,9,53,1,1483196400,2524575600
5004501,50045,1,1,9,51,1,1483196400,2524575600
5004502,50045,2,1,9,52,1,1483196400,2524575600
5004503,50045,3,1,9,53,1,1483196400,2524575600
5004601,50046,1,1,9,51,1,1483196400,2524575600
5004602,50046,2,1,9,52,1,1483196400,2524575600
5004603,50046,3,1,9,53,1,1483196400,2524575600
5004701,50047,1,1,9,51,1,1483196400,2524575600
5004702,50047,2,1,9,52,1,1483196400,2524575600
5004703,50047,3,1,9,53,1,1483196400,2524575600
5004801,50048,1,1,9,51,1,1483196400,2524575600
5004802,50048,2,1,9,52,1,1483196400,2524575600
5004803,50048,3,1,9,53,1,1483196400,2524575600
5004901,50049,1,1,9,51,1,1483196400,2524575600
5004902,50049,2,1,9,52,1,1483196400,2524575600
5004903,50049,3,1,9,53,1,1483196400,2524575600
5005001,50050,1,1,9,51,1,1483196400,2524575600
5005002,50050,2,1,9,52,1,1483196400,2524575600
5005003,50050,3,1,9,53,1,1483196400,2524575600
5005101,50051,1,1,9,51,1,1483196400,2524575600
5005102,50051,2,1,9,52,1,1483196400,2524575600
5005103,50051,3,1,9,53,1,1483196400,2524575600
5005201,50052,1,1,9,51,1,1483196400,2524575600
5005202,50052,2,1,9,52,1,1483196400,2524575600
5005203,50052,3,1,9,53,1,1483196400,2524575600
5005301,50053,1,1,9,51,1,1483196400,2524575600
5005302,50053,2,1,9,52,1,1483196400,2524575600
5005303,50053,3,1,9,53,1,1483196400,2524575600
5005401,50054,1,1,9,51,1,1483196400,2524575600
5005402,50054,2,1,9,52,1,1483196400,2524575600
5005403,50054,3,1,9,53,1,1483196400,2524575600
5005501,50055,1,1,9,51,1,1483196400,2524575600
5005502,50055,2,1,9,52,1,1483196400,2524575600
5005503,50055,3,1,9,53,1,1483196400,2524575600
5005601,50056,1,1,9,51,1,1483196400,2524575600
5005602,50056,2,1,9,52,1,1483196400,2524575600
5005603,50056,3,1,9,53,1,1483196400,2524575600
5005701,50057,1,1,9,51,1,1483196400,2524575600
5005702,50057,2,1,9,52,1,1483196400,2524575600
5005703,50057,3,1,9,53,1,1483196400,2524575600
5005801,50058,1,1,9,51,1,1483196400,2524575600
5005802,50058,2,1,9,52,1,1483196400,2524575600
5005803,50058,3,1,9,53,1,1483196400,2524575600
5005901,50059,1,1,9,51,1,1483196400,2524575600
5005902,50059,2,1,9,52,1,1483196400,2524575600
5005903,50059,3,1,9,53,1,1483196400,2524575600
5006001,50060,1,1,9,51,1,1483196400,2524575600
5006002,50060,2,1,9,52,1,1483196400,2524575600
5006003,50060,3,1,9,53,1,1483196400,2524575600
5006101,50061,1,1,9,51,1,1483196400,2524575600
5006102,50061,2,1,9,52,1,1483196400,2524575600
5006103,50061,3,1,9,53,1,1483196400,2524575600
10010101,100101,1,2,3,31,0,1483196400,2524575600
10010102,100101,2,2,3,32,0,1483196400,2524575600
10010103,100101,3,2,3,33,0,1483196400,2524575600
10010201,100102,1,2,3,31,0,1483196400,2524575600
10010202,100102,2,2,3,32,0,1483196400,2524575600
10010203,100102,3,2,3,33,0,1483196400,2524575600
10010301,100103,1,2,3,31,0,1483196400,2524575600
10010302,100103,2,2,3,32,0,1483196400,2524575600
10010303,100103,3,2,3,33,0,1483196400,2524575600
10020101,100201,1,2,3,31,0,1483196400,2524575600
10020102,100201,2,2,3,32,0,1483196400,2524575600
10020103,100201,3,2,3,33,0,1483196400,2524575600
10020201,100202,1,2,3,31,0,1483196400,2524575600
10020202,100202,2,2,3,32,0,1483196400,2524575600
10020203,100202,3,2,3,33,0,1483196400,2524575600
10030101,100301,1,2,3,31,0,1483196400,2524575600
10030102,100301,2,2,3,32,0,1483196400,2524575600
10030103,100301,3,2,3,33,0,1483196400,2524575600
10030201,100302,1,2,3,31,0,1483196400,2524575600
10030202,100302,2,2,3,32,0,1483196400,2524575600
10030203,100302,3,2,3,33,0,1483196400,2524575600
10030301,100303,1,2,3,31,0,1483196400,2524575600
10030302,100303,2,2,3,32,0,1483196400,2524575600
10030303,100303,3,2,3,33,0,1483196400,2524575600
10040101,100401,1,2,3,31,0,1483196400,2524575600
10040102,100401,2,2,3,32,0,1483196400,2524575600
10040103,100401,3,2,3,33,0,1483196400,2524575600
10040201,100402,1,2,3,31,0,1483196400,2524575600
10040202,100402,2,2,3,32,0,1483196400,2524575600
10040203,100402,3,2,3,33,0,1483196400,2524575600
10040301,100403,1,2,3,31,0,1483196400,2524575600
10040302,100403,2,2,3,32,0,1483196400,2524575600
10040303,100403,3,2,3,33,0,1483196400,2524575600
10050101,100501,1,2,3,31,0,1483196400,2524575600
10050102,100501,2,2,3,32,0,1483196400,2524575600
10050103,100501,3,2,3,33,0,1483196400,2524575600
10050201,100502,1,2,3,31,0,1483196400,2524575600
10050202,100502,2,2,3,32,0,1483196400,2524575600
10050203,100502,3,2,3,33,0,1483196400,2524575600
10050301,100503,1,2,3,31,0,1483196400,2524575600
10050302,100503,2,2,3,32,0,1483196400,2524575600
10050303,100503,3,2,3,33,0,1483196400,2524575600
10060101,100601,1,2,3,31,0,1483196400,2524575600
10060102,100601,2,2,3,32,0,1483196400,2524575600
10060103,100601,3,2,3,33,0,1483196400,2524575600
10060201,100602,1,2,3,31,0,1483196400,2524575600
10060202,100602,2,2,3,32,0,1483196400,2524575600
10060203,100602,3,2,3,33,0,1483196400,2524575600
10060301,100603,1,2,3,31,0,1483196400,2524575600
10060302,100603,2,2,3,32,0,1483196400,2524575600
10060303,100603,3,2,3,33,0,1483196400,2524575600
10070101,100701,1,2,3,31,0,1483196400,2524575600
10070102,100701,2,2,3,32,0,1483196400,2524575600
10070103,100701,3,2,3,33,0,1483196400,2524575600
10070201,100702,1,2,3,31,0,1483196400,2524575600
10070202,100702,2,2,3,32,0,1483196400,2524575600
10070203,100702,3,2,3,33,0,1483196400,2524575600
10070301,100703,1,2,3,31,0,1483196400,2524575600
10070302,100703,2,2,3,32,0,1483196400,2524575600
10070303,100703,3,2,3,33,0,1483196400,2524575600
10080101,100801,1,2,3,31,0,1483196400,2524575600
10080102,100801,2,2,3,32,0,1483196400,2524575600
10080103,100801,3,2,3,33,0,1483196400,2524575600
10080201,100802,1,2,3,31,0,1483196400,2524575600
10080202,100802,2,2,3,32,0,1483196400,2524575600
10080203,100802,3,2,3,33,0,1483196400,2524575600
10090101,100901,1,2,3,31,0,1483196400,2524575600
10090102,100901,2,2,3,32,0,1483196400,2524575600
10090103,100901,3,2,3,33,0,1483196400,2524575600
10090201,100902,1,2,3,31,0,1483196400,2524575600
10090202,100902,2,2,3,32,0,1483196400,2524575600
10090203,100902,3,2,3,33,0,1483196400,2524575600
10100101,101001,1,2,3,31,0,1483196400,2524575600
10100102,101001,2,2,3,32,0,1483196400,2524575600
10100103,101001,3,2,3,33,0,1483196400,2524575600
10100201,101002,1,2,3,31,0,1483196400,2524575600
10100202,101002,2,2,3,32,0,1483196400,2524575600
10100203,101002,3,2,3,33,0,1483196400,2524575600
10100301,101003,1,2,3,31,0,1483196400,2524575600
10100302,101003,2,2,3,32,0,1483196400,2524575600
10100303,101003,3,2,3,33,0,1483196400,2524575600
10110101,101101,1,2,3,31,0,1483196400,2524575600
10110102,101101,2,2,3,32,0,1483196400,2524575600
10110103,101101,3,2,3,33,0,1483196400,2524575600
10110201,101102,1,2,3,31,0,1483196400,2524575600
10110202,101102,2,2,3,32,0,1483196400,2524575600
10110203,101102,3,2,3,33,0,1483196400,2524575600
10110301,101103,1,2,3,31,0,1483196400,2524575600
10110302,101103,2,2,3,32,0,1483196400,2524575600
10110303,101103,3,2,3,33,0,1483196400,2524575600
10120101,101201,1,2,3,31,0,1483196400,2524575600
10120102,101201,2,2,3,32,0,1483196400,2524575600
10120103,101201,3,2,3,33,0,1483196400,2524575600
10120201,101202,1,2,3,31,0,1483196400,2524575600
10120202,101202,2,2,3,32,0,1483196400,2524575600
10120203,101202,3,2,3,33,0,1483196400,2524575600
10130101,101301,1,2,3,31,0,1483196400,2524575600
10130102,101301,2,2,3,32,0,1483196400,2524575600
10130103,101301,3,2,3,33,0,1483196400,2524575600
10130201,101302,1,2,3,31,0,1483196400,2524575600
10130202,101302,2,2,3,32,0,1483196400,2524575600
10130203,101302,3,2,3,33,0,1483196400,2524575600
10130301,101303,1,2,3,31,0,1483196400,2524575600
10130302,101303,2,2,3,32,0,1483196400,2524575600
10130303,101303,3,2,3,33,0,1483196400,2524575600
10140101,101401,1,2,3,31,0,1483196400,2524575600
10140102,101401,2,2,3,32,0,1483196400,2524575600
10140103,101401,3,2,3,33,0,1483196400,2524575600
10140201,101402,1,2,3,31,0,1483196400,2524575600
10140202,101402,2,2,3,32,0,1483196400,2524575600
10140203,101402,3,2,3,33,0,1483196400,2524575600
10150101,101501,1,2,3,31,0,1483196400,2524575600
10150102,101501,2,2,3,32,0,1483196400,2524575600
10150103,101501,3,2,3,33,0,1483196400,2524575600
10150201,101502,1,2,3,31,0,1483196400,2524575600
10150202,101502,2,2,3,32,0,1483196400,2524575600
10150203,101502,3,2,3,33,0,1483196400,2524575600
10160101,101601,1,2,3,31,0,1483196400,2524575600
10160102,101601,2,2,3,32,0,1483196400,2524575600
10160103,101601,3,2,3,33,0,1483196400,2524575600
10160201,101602,1,2,3,31,0,1483196400,2524575600
10160202,101602,2,2,3,32,0,1483196400,2524575600
10160203,101602,3,2,3,33,0,1483196400,2524575600
10170101,101701,1,2,3,31,0,1483196400,2524575600
10170102,101701,2,2,3,32,0,1483196400,2524575600
10170103,101701,3,2,3,33,0,1483196400,2524575600
10170201,101702,1,2,3,31,0,1483196400,2524575600
10170202,101702,2,2,3,32,0,1483196400,2524575600
10170203,101702,3,2,3,33,0,1483196400,2524575600
10180101,101801,1,2,3,31,0,1483196400,2524575600
10180102,101801,2,2,3,32,0,1483196400,2524575600
10180103,101801,3,2,3,33,0,1483196400,2524575600
10180201,101802,1,2,3,31,0,1483196400,2524575600
10180202,101802,2,2,3,32,0,1483196400,2524575600
10180203,101802,3,2,3,33,0,1483196400,2524575600
10190101,101901,1,2,3,31,0,1483196400,2524575600
10190102,101901,2,2,3,32,0,1483196400,2524575600
10190103,101901,3,2,3,33,0,1483196400,2524575600
10190201,101902,1,2,3,31,0,1483196400,2524575600
10190202,101902,2,2,3,32,0,1483196400,2524575600
10190203,101902,3,2,3,33,0,1483196400,2524575600
10200101,102001,1,2,3,31,0,1483196400,2524575600
10200102,102001,2,2,3,32,0,1483196400,2524575600
10200103,102001,3,2,3,33,0,1483196400,2524575600
10200201,102002,1,2,3,31,0,1483196400,2524575600
10200202,102002,2,2,3,32,0,1483196400,2524575600
10200203,102002,3,2,3,33,0,1483196400,2524575600
10210101,102101,1,2,3,31,0,1483196400,2524575600
10210102,102101,2,2,3,32,0,1483196400,2524575600
10210103,102101,3,2,3,33,0,1483196400,2524575600
10210201,102102,1,2,3,31,0,1483196400,2524575600
10210202,102102,2,2,3,32,0,1483196400,2524575600
10210203,102102,3,2,3,33,0,1483196400,2524575600
10220101,102201,1,2,3,31,0,1483196400,2524575600
10220102,102201,2,2,3,32,0,1483196400,2524575600
10220103,102201,3,2,3,33,0,1483196400,2524575600
10220201,102202,1,2,3,31,0,1483196400,2524575600
10220202,102202,2,2,3,32,0,1483196400,2524575600
10220203,102202,3,2,3,33,0,1483196400,2524575600
10230101,102301,1,2,3,31,0,1483196400,2524575600
10230102,102301,2,2,3,32,0,1483196400,2524575600
10230103,102301,3,2,3,33,0,1483196400,2524575600
10230201,102302,1,2,3,31,0,1483196400,2524575600
10230202,102302,2,2,3,32,0,1483196400,2524575600
10230203,102302,3,2,3,33,0,1483196400,2524575600
10230301,102303,1,2,3,31,0,1483196400,2524575600
10230302,102303,2,2,3,32,0,1483196400,2524575600
10230303,102303,3,2,3,33,0,1483196400,2524575600
10240101,102401,1,2,3,31,0,1483196400,2524575600
10240102,102401,2,2,3,32,0,1483196400,2524575600
10240103,102401,3,2,3,33,0,1483196400,2524575600
10240201,102402,1,2,3,31,0,1483196400,2524575600
10240202,102402,2,2,3,32,0,1483196400,2524575600
10240203,102402,3,2,3,33,0,1483196400,2524575600
10240301,102403,1,2,3,31,0,1483196400,2524575600
10240302,102403,2,2,3,32,0,1483196400,2524575600
10240303,102403,3,2,3,33,0,1483196400,2524575600
10250101,102501,1,2,3,31,0,1483196400,2524575600
10250102,102501,2,2,3,32,0,1483196400,2524575600
10250103,102501,3,2,3,33,0,1483196400,2524575600
10250201,102502,1,2,3,31,0,1483196400,2524575600
10250202,102502,2,2,3,32,0,1483196400,2524575600
10250203,102502,3,2,3,33,0,1483196400,2524575600
10250301,102503,1,2,3,31,0,1483196400,2524575600
10250302,102503,2,2,3,32,0,1483196400,2524575600
10250303,102503,3,2,3,33,0,1483196400,2524575600
10260101,102601,1,2,3,31,0,1483196400,2524575600
10260102,102601,2,2,3,32,0,1483196400,2524575600
10260103,102601,3,2,3,33,0,1483196400,2524575600
10260201,102602,1,2,3,31,0,1483196400,2524575600
10260202,102602,2,2,3,32,0,1483196400,2524575600
10260203,102602,3,2,3,33,0,1483196400,2524575600
10270101,102701,1,2,3,31,0,1483196400,2524575600
10270102,102701,2,2,3,32,0,1483196400,2524575600
10270103,102701,3,2,3,33,0,1483196400,2524575600
10270201,102702,1,2,3,31,0,1483196400,2524575600
10270202,102702,2,2,3,32,0,1483196400,2524575600
10270203,102702,3,2,3,33,0,1483196400,2524575600
10280101,102801,1,2,3,31,0,1483196400,2524575600
10280102,102801,2,2,3,32,0,1483196400,2524575600
10280103,102801,3,2,3,33,0,1483196400,2524575600
10280201,102802,1,2,3,31,0,1483196400,2524575600
10280202,102802,2,2,3,32,0,1483196400,2524575600
10280203,102802,3,2,3,33,0,1483196400,2524575600
10290101,102901,1,2,3,31,0,1483196400,2524575600
10290102,102901,2,2,3,32,0,1483196400,2524575600
10290103,102901,3,2,3,33,0,1483196400,2524575600
10290201,102902,1,2,3,31,0,1483196400,2524575600
10290202,102902,2,2,3,32,0,1483196400,2524575600
10290203,102902,3,2,3,33,0,1483196400,2524575600
10300101,103001,1,2,3,31,0,1483196400,2524575600
10300102,103001,2,2,3,32,0,1483196400,2524575600
10300103,103001,3,2,3,33,0,1483196400,2524575600
10300201,103002,1,2,3,31,0,1483196400,2524575600
10300202,103002,2,2,3,32,0,1483196400,2524575600
10300203,103002,3,2,3,33,0,1483196400,2524575600
10300301,103003,1,2,3,31,0,1483196400,2524575600
10300302,103003,2,2,3,32,0,1483196400,2524575600
10300303,103003,3,2,3,33,0,1483196400,2524575600
10310101,103101,1,2,3,31,0,1483196400,2524575600
10310102,103101,2,2,3,32,0,1483196400,2524575600
10310103,103101,3,2,3,33,0,1483196400,2524575600
10310201,103102,1,2,3,31,0,1483196400,2524575600
10310202,103102,2,2,3,32,0,1483196400,2524575600
10310203,103102,3,2,3,33,0,1483196400,2524575600
10310301,103103,1,2,3,31,0,1483196400,2524575600
10310302,103103,2,2,3,32,0,1483196400,2524575600
10310303,103103,3,2,3,33,0,1483196400,2524575600
10320101,103201,1,2,3,31,0,1483196400,2524575600
10320102,103201,2,2,3,32,0,1483196400,2524575600
10320103,103201,3,2,3,33,0,1483196400,2524575600
10320201,103202,1,2,3,31,0,1483196400,2524575600
10320202,103202,2,2,3,32,0,1483196400,2524575600
10320203,103202,3,2,3,33,0,1483196400,2524575600
10320301,103203,1,2,3,31,0,1483196400,2524575600
10320302,103203,2,2,3,32,0,1483196400,2524575600
10320303,103203,3,2,3,33,0,1483196400,2524575600
10330101,103301,1,2,3,31,0,1483196400,2524575600
10330102,103301,2,2,3,32,0,1483196400,2524575600
10330103,103301,3,2,3,33,0,1483196400,2524575600
10330201,103302,1,2,3,31,0,1483196400,2524575600
10330202,103302,2,2,3,32,0,1483196400,2524575600
10330203,103302,3,2,3,33,0,1483196400,2524575600
10340101,103401,1,2,3,31,0,1483196400,2524575600
10340102,103401,2,2,3,32,0,1483196400,2524575600
10340103,103401,3,2,3,33,0,1483196400,2524575600
10340201,103402,1,2,3,31,0,1483196400,2524575600
10340202,103402,2,2,3,32,0,1483196400,2524575600
10340203,103402,3,2,3,33,0,1483196400,2524575600
10350101,103501,1,2,3,31,0,1483196400,2524575600
10350102,103501,2,2,3,32,0,1483196400,2524575600
10350103,103501,3,2,3,33,0,1483196400,2524575600
10350201,103502,1,2,3,31,0,1483196400,2524575600
10350202,103502,2,2,3,32,0,1483196400,2524575600
10350203,103502,3,2,3,33,0,1483196400,2524575600
10350301,103503,1,2,3,31,0,1483196400,2524575600
10350302,103503,2,2,3,32,0,1483196400,2524575600
10350303,103503,3,2,3,33,0,1483196400,2524575600
10360101,103601,1,2,3,31,0,1483196400,2524575600
10360102,103601,2,2,3,32,0,1483196400,2524575600
10360103,103601,3,2,3,33,0,1483196400,2524575600
10360201,103602,1,2,3,31,0,1483196400,2524575600
10360202,103602,2,2,3,32,0,1483196400,2524575600
10360203,103602,3,2,3,33,0,1483196400,2524575600
10370101,103701,1,2,3,31,0,1483196400,2524575600
10370102,103701,2,2,3,32,0,1483196400,2524575600
10370103,103701,3,2,3,33,0,1483196400,2524575600
10370201,103702,1,2,3,31,0,1483196400,2524575600
10370202,103702,2,2,3,32,0,1483196400,2524575600
10370203,103702,3,2,3,33,0,1483196400,2524575600
10370301,103703,1,2,3,31,0,1483196400,2524575600
10370302,103703,2,2,3,32,0,1483196400,2524575600
10370303,103703,3,2,3,33,0,1483196400,2524575600
10380101,103801,1,2,3,31,0,1483196400,2524575600
10380102,103801,2,2,3,32,0,1483196400,2524575600
10380103,103801,3,2,3,33,0,1483196400,2524575600
10380201,103802,1,2,3,31,0,1483196400,2524575600
10380202,103802,2,2,3,32,0,1483196400,2524575600
10380203,103802,3,2,3,33,0,1483196400,2524575600
10390101,103901,1,2,3,31,0,1483196400,2524575600
10390102,103901,2,2,3,32,0,1483196400,2524575600
10390103,103901,3,2,3,33,0,1483196400,2524575600
10390201,103902,1,2,3,31,0,1483196400,2524575600
10390202,103902,2,2,3,32,0,1483196400,2524575600
10390203,103902,3,2,3,33,0,1483196400,2524575600
10400101,104001,1,2,3,31,0,1483196400,2524575600
10400102,104001,2,2,3,32,0,1483196400,2524575600
10400103,104001,3,2,3,33,0,1483196400,2524575600
10400201,104002,1,2,3,31,0,1483196400,2524575600
10400202,104002,2,2,3,32,0,1483196400,2524575600
10400203,104002,3,2,3,33,0,1483196400,2524575600
10400301,104003,1,2,3,31,0,1483196400,2524575600
10400302,104003,2,2,3,32,0,1483196400,2524575600
10400303,104003,3,2,3,33,0,1483196400,2524575600
10410101,104101,1,2,3,31,0,1483196400,2524575600
10410102,104101,2,2,3,32,0,1483196400,2524575600
10410103,104101,3,2,3,33,0,1483196400,2524575600
10410201,104102,1,2,3,31,0,1483196400,2524575600
10410202,104102,2,2,3,32,0,1483196400,2524575600
10410203,104102,3,2,3,33,0,1483196400,2524575600
10410301,104103,1,2,3,31,0,1483196400,2524575600
10410302,104103,2,2,3,32,0,1483196400,2524575600
10410303,104103,3,2,3,33,0,1483196400,2524575600
10420101,104201,1,2,3,31,0,1483196400,2524575600
10420102,104201,2,2,3,32,0,1483196400,2524575600
10420103,104201,3,2,3,33,0,1483196400,2524575600
10420201,104202,1,2,3,31,0,1483196400,2524575600
10420202,104202,2,2,3,32,0,1483196400,2524575600
10420203,104202,3,2,3,33,0,1483196400,2524575600
10430101,104301,1,2,3,31,0,1483196400,2524575600
10430102,104301,2,2,3,32,0,1483196400,2524575600
10430103,104301,3,2,3,33,0,1483196400,2524575600
10440101,104401,1,2,3,31,0,1483196400,2524575600
10440102,104401,2,2,3,32,0,1483196400,2524575600
10440103,104401,3,2,3,33,0,1483196400,2524575600
10440201,104402,1,2,3,31,0,1483196400,2524575600
10440202,104402,2,2,3,32,0,1483196400,2524575600
10440203,104402,3,2,3,33,0,1483196400,2524575600
10450101,104501,1,2,3,31,0,1483196400,2524575600
10450102,104501,2,2,3,32,0,1483196400,2524575600
10450103,104501,3,2,3,33,0,1483196400,2524575600
10450201,104502,1,2,3,31,0,1483196400,2524575600
10450202,104502,2,2,3,32,0,1483196400,2524575600
