id,banner_id,banner_image_id,type,group_id,transition,priority,condition_value,dialog_image_id,start_date,end_date
895,130414,130414,1,1,30414,10,0,0,2026/02/14 12:00:00,2026/02/24 11:59:59
896,130415,130415,1,1,30415,10,0,0,2026/02/14 12:00:00,2026/02/24 11:59:59
897,130418,130418,1,13,30418,9,0,0,2026/03/02 12:00:00,2026/04/01 11:59:59
898,150223,150223,1,13,50223,9,0,0,2026/03/02 12:00:00,2026/04/01 11:59:59
899,600041,600041,6,10,100182,5,0,0,2026/02/14 12:00:00,2026/02/24 11:59:59
900,600042,600042,6,10,100183,5,0,0,2026/02/24 12:00:00,2026/03/11 11:59:59
901,600043,600043,6,10,100184,6,0,0,2026/03/11 12:00:00,2026/03/19 11:59:59
902,600044,600044,6,10,100185,6,0,0,2026/03/19 12:00:00,2026/03/31 4:59:59
903,570004,570001,6,8,570004,2,0,0,2026/02/23 12:00:00,2026/02/24 11:59:59
904,540019,540001,8,8,540019,2,0,0,2026/03/10 12:00:00,2026/03/11 11:59:59
905,130420,130420,1,1,30420,10,0,0,2026/03/11 12:00:00,2026/03/19 11:59:59
906,130421,130421,1,1,30421,10,0,0,2026/03/11 12:00:00,2026/03/19 11:59:59
907,550008,550002,8,8,550008,2,0,0,2026/03/29 12:00:00,2026/03/30 11:59:59
908,500052,500052,7,7,52,4,1052,0,2026/03/29 12:00:00,2026/03/30 11:59:59
909,130422,130422,1,1,30422,10,0,0,2026/03/19 12:00:00,2026/03/30 11:59:59
910,130423,130423,1,1,30423,10,0,0,2026/03/19 12:00:00,2026/03/30 11:59:59
911,540,540,6,6,100186,2,0,0,2026/03/23 12:00:00,2026/04/28 12:00:00
912,541,541,6,6,100187,2,0,0,2026/04/27 12:00:00,2026/05/25 4:59:59
913,542,542,6,6,100188,2,0,0,2026/05/25 12:00:00,2026/07/02 4:59:59
914,130424,130424,1,1,30424,10,0,0,2026/03/30 12:00:00,2026/04/10 11:59:59
915,130425,130425,1,1,30425,10,0,0,2026/03/30 12:00:00,2026/04/10 11:59:59
916,600040,600040,14,5,1013,5,0,0,2026/03/11 12:00:00,2026/03/30 11:59:59
917,540020,540001,8,8,540020,2,0,0,2026/04/10 12:00:00,2026/04/11 11:59:59
918,901015,901015,9,11,9999,8,2,901015,2026/04/01,2026/04/10 11:59:59
919,130426,130426,1,13,30426,9,0,0,2026/04/01 12:00:00,2026/05/01 11:59:59
920,150226,150226,1,13,50226,9,0,0,2026/04/01 12:00:00,2026/05/01 11:59:59
921,130428,130428,1,1,30428,10,0,0,2026/04/10 12:00:00,2026/04/20 11:59:59
922,130429,130429,1,1,30429,10,0,0,2026/04/10 12:00:00,2026/04/20 11:59:59
923,901016,901016,9,11,9999,8,2,901016,2026/03/30 12:00:00,2026/04/16 4:59:59
924,901017,901016,9,11,9999,8,2,901017,2026/04/16 5:00:00,2026/04/17 23:59:59
925,500053,500053,7,7,53,4,1053,0,2026/04/29 12:00:00,2026/04/30 11:59:59
926,130430,130430,1,1,30430,10,0,0,2026/04/20 12:00:00,2026/04/30 11:59:59
927,130431,130431,1,1,30431,10,0,0,2026/04/20 12:00:00,2026/04/30 11:59:59
928,543,543,16,16,9999,8,0,543,2026/04/30 12:00:00,2026/05/20 4:59:59
929,544,544,6,5,100189,5,0,0,2026/04/30 12:00:00,2026/05/20 11:59:59
930,540021,540001,8,8,540021,2,0,0,2026/05/10 12:00:00,2026/05/11 11:59:59
931,130432,130432,1,1,30432,10,0,0,2026/04/30 12:00:00,2026/05/11 11:59:59
932,130433,130433,1,1,30433,10,0,0,2026/04/30 12:00:00,2026/05/11 11:59:59
933,130434,130434,1,1,30434,10,0,0,2026/04/30 12:00:00,2026/05/11 11:59:59
934,150227,150227,1,2,50227,11,0,0,2026/04/30 12:00:00,2026/05/29 11:59:59
935,130436,130436,1,13,30436,9,0,0,2026/05/01 12:00:00,2026/06/01 11:59:59
936,150228,150228,1,13,50228,9,0,0,2026/05/01 12:00:00,2026/06/01 11:59:59
937,130438,130438,1,1,30438,10,0,0,2026/05/11 12:00:00,2026/05/20 11:59:59
938,130439,130439,1,1,30439,10,0,0,2026/05/11 12:00:00,2026/05/20 11:59:59
939,590002,590001,15,14,9999,1,0,590001,2026/05/31 12:00:00,2026/06/14 11:59:59
940,500054,500054,7,7,54,4,1054,0,2026/05/28 12:00:00,2026/05/29 11:59:59
941,130440,130440,1,1,30440,10,0,0,2026/05/20 12:00:00,2026/05/29 11:59:59
942,130441,130441,1,1,30441,10,0,0,2026/05/20 12:00:00,2026/05/29 11:59:59
943,540022,540001,8,8,540022,2,0,0,2026/06/14 12:00:00,2026/06/15 11:59:59
944,901018,901018,9,11,9999,8,2,901018,2026/05/08,2026/05/08 21:59:59
945,901019,901018,9,11,9999,8,2,901018,2026/05/08 22:00:00,2026/05/08 23:59:59
946,545,545,6,9,100190,2,0,0,2026/05/29 12:00:00,2026/06/15 11:59:59
947,130442,130442,1,1,30442,10,0,0,2026/05/29 12:00:00,2026/06/15 11:59:59
948,130443,130443,1,1,30443,10,0,0,2026/05/29 12:00:00,2026/06/15 11:59:59
949,150230,150230,1,2,50230,11,0,0,2026/06/20 21:00:00,2026/06/26 11:59:59
950,150231,150231,1,2,50231,11,0,0,2026/06/20 21:00:00,2026/06/26 11:59:59
951,150232,150232,1,2,50232,11,0,0,2026/06/21 21:00:00,2026/06/26 11:59:59
952,150233,150233,1,2,50233,11,0,0,2026/06/21 21:00:00,2026/06/26 11:59:59
953,130444,130444,1,13,30444,9,0,0,2026/06/01 12:00:00,2026/07/01 11:59:59
954,150229,150229,1,13,50229,9,0,0,2026/06/01 12:00:00,2026/07/01 11:59:59
955,130446,130446,1,1,30446,10,0,0,2026/06/15 12:00:00,2026/06/29 11:59:59
956,130447,130447,1,1,30447,10,0,0,2026/06/15 12:00:00,2026/06/29 11:59:59
957,570005,570001,6,8,570005,2,0,0,2026/06/28 12:00:00,2026/06/29 11:59:59
958,546,546,6,5,100191,5,0,0,2026/06/29 12:00:00,2026/07/30 11:59:59
959,901020,901016,9,11,9999,8,2,901020,2026/06/20 5:00:00,2026/06/20 20:00:00
960,901021,901016,9,11,9999,8,2,901021,2026/06/21 5:00:00,2026/06/21 20:00:00
961,150236,150236,1,2,50236,11,0,0,2026/06/29 12:00:00,2026/07/30 11:59:59
962,150237,150237,1,2,50237,11,0,0,2026/06/29 12:00:00,2026/07/30 11:59:59
963,150238,150238,1,2,50238,11,0,0,2026/06/29 12:00:00,2026/07/30 11:59:59
964,130448,130448,1,1,30448,10,0,0,2026/06/29 12:00:00,2026/07/21 11:59:59
965,130449,130449,1,1,30449,10,0,0,2026/06/29 12:00:00,2026/07/21 11:59:59
966,540023,540001,8,8,540023,2,0,0,2026/07/09 12:00:00,2026/07/10 11:59:59
967,130450,130450,1,13,30450,9,0,0,2026/07/01 12:00:00,2026/08/03 11:59:59
968,150234,150234,1,13,50234,9,0,0,2026/07/01 12:00:00,2026/08/03 11:59:59
90001,900002,900003,9,11,9999,8,1,900003,2022/10/17 12:00:00,2022/10/24 4:59:59
90002,900003,900003,9,11,9999,8,2,900004,2022/10/24 5:00:00,2022/10/31 4:59:59
90003,900004,900003,9,11,9999,8,2,900005,2022/10/31 5:00:00,2022/11/07 4:59:59
90004,900005,900003,9,11,9999,8,2,900006,2022/11/07 5:00:00,2022/11/14 4:59:59
90005,900006,900003,9,11,9999,8,2,900007,2022/11/14 5:00:00,2022/11/21 4:59:59
90006,900007,900003,9,11,9999,8,2,900008,2022/11/21 5:00:00,2022/11/28 4:59:59
90007,900008,900003,9,11,9999,8,2,900009,2022/11/28 5:00:00,2022/12/05 4:59:59
90008,900009,900003,9,11,9999,8,2,900010,2022/12/05 5:00:00,2022/12/12 4:59:59
90009,900010,900003,9,11,9999,8,2,900011,2022/12/12 5:00:00,2022/12/19 4:59:59
90010,900011,900003,9,11,9999,8,2,900012,2022/12/19 5:00:00,2022/12/26 4:59:59
90011,900012,900003,9,11,9999,8,2,900013,2022/12/26 5:00:00,2023/01/16 4:59:59
90012,900013,900003,9,11,9999,8,2,900014,2023/01/16 5:00:00,2023/01/23 4:59:59
90013,900014,900003,9,11,9999,8,2,900015,2023/01/23 5:00:00,2023/01/30 4:59:59
90014,900015,900003,9,11,9999,8,2,900016,2023/01/30 5:00:00,2023/02/06 4:59:59
90015,900016,900003,9,11,9999,8,2,900017,2023/02/06 5:00:00,2023/02/13 4:59:59
90016,900017,900003,9,11,9999,8,2,900018,2023/02/13 5:00:00,2023/02/20 4:59:59
90017,900018,900003,9,11,9999,8,2,900019,2023/02/20 5:00:00,2023/02/23 4:59:59
90018,900019,900003,9,11,9999,8,2,900020,2023/02/23 5:00:00,2023/03/06 4:59:59
90019,900020,900003,9,11,9999,8,2,900021,2023/03/06 5:00:00,2023/03/13 4:59:59
90020,900021,900003,9,11,9999,8,2,900022,2023/03/13 5:00:00,2023/03/20 4:59:59
90021,900022,900003,9,11,9999,8,2,900023,2023/03/20 5:00:00,2023/03/27 4:59:59
90022,900023,900003,9,11,9999,8,2,900024,2023/03/27 5:00:00,2023/04/03 4:59:59
100000,800001,800001,10,13,0,1,0,0,2025/06/27 12:00:00,2025/08/14 12:00:00
100001,800001,800001,10,13,0,1,1,0,2025/08/14 12:00:00,2026/02/14 11:59:59
100002,800001,800001,10,13,0,1,2,0,2025/08/14 12:00:00,2025/09/09 11:59:59
100004,800001,800001,10,13,0,1,4,0,2025/08/14 12:00:00,2026/03/03 10:59:59
100005,800002,800002,10,15,0,1,1,0,2026/02/24 12:00:00,2050/09/01
100006,800002,800002,10,15,0,1,2,0,2026/02/24 12:00:00,2026/05/08 12:00:00
100007,800002,800002,10,15,0,1,3,0,2026/02/24 12:00:00,2026/03/03 11:00:00
100008,800002,800002,10,15,0,1,4,0,2026/03/03 11:00:00,2050/09/01
