id,color_r1,color_r2,color_g1,color_g2,color_b1,color_b2,toon_color_r1,toon_color_r2,toon_color_g1,toon_color_g2,toon_color_b1,toon_color_b2
8521,#99d2d9,#e9ecf0,#ffe1bb,#68b366,#68b366,#99d2d9,#8fa8e0,#c3b7d9,#f7b39e,#258b76,#258b76,#8fa8e0
8522,#6c3875,#a1372f,#f0b370,#d7de72,#d7de72,#6c3875,#511960,#702111,#c37641,#e3ae6c,#e3ae6c,#511960
8523,#3E3638,#5260B8,#FFE7CB,#5260B8,#5260B8,#3E3638,#291A25,#454074,#FABBAD,#454074,#454074,#291A25
8524,#e9ecf0,#ffe7cb,#ffe7cb,#a1372f,#a1372f,#e9ecf0,#c3b7d9,#fabbad,#fabbad,#702111,#702111,#c3b7d9
8525,#A1372F,#EAB3CE,#461714,#E9ECF0,#E9ECF0,#A1372F,#6E1F26,#A47FC8,#270D09,#C0DCDA,#C0DCDA,#6E1F26
8526,#5260b8,#f0b370,#f0b370,#3e3638,#3e3638,#5260b8,#4f408d,#c37641,#c37641,#30101f,#30101f,#4f408d
8527,#D7DE72,#6C3875,#8B9228,#D7DE72,#D7DE72,#D7DE72,#B6AB53,#2C1A53,#265E26,#B6AB53,#B6AB53,#B6AB53
8528,#68B366,#3E3638,#2D4E2D,#68B366,#68B366,#68B366,#3C8D95,#291A25,#143724,#3C8D95,#3C8D95,#3C8D95
8529,#eab3ce,#f0b370,#f0b370,#6c3875,#6c3875,#eab3ce,#d78bce,#c37641,#c37641,#511960,#511960,#d78bce
8530,#99D2D9,#A1372F,#FFEBD9,#A1634F,#99D2D9,#99D2D9,#6486AC,#6E1F26,#FFBEBE,#7B3635,#6486AC,#6486AC
8531,#6c3875,#5260b8,#ffe1bb,#eab3ce,#eab3ce,#6c3875,#511960,#4f408d,#f7b39e,#d78bce,#d78bce,#511960
8532,#3e3638,#ffe1bb,#ffe1bb,#68b366,#68b366,#3e3638,#30101f,#f7b39e,#f7b39e,#258b76,#258b76,#30101f
8533,#E9ECF0,#EAB3CE,#78733D,#D7DE72,#D7DE72,#E9ECF0,#C0DCDA,#A47FC8,#596127,#B6AB53,#B6AB53,#C0DCDA
8534,#a1372f,#ffe1bb,#ffe1bb,#5260b8,#5260b8,#a1372f,#702111,#f7b39e,#f7b39e,#4f408d,#4f408d,#702111
8535,#5260b8,#6c3875,#ffebd9,#a1372f,#a1372f,#5260b8,#4f408d,#511960,#ffbebe,#702111,#702111,#4f408d
8536,#d7de72,#3e3638,#f0b370,#e9ecf0,#e9ecf0,#d7de72,#e3ae6c,#30101f,#c37641,#c3b7d9,#c3b7d9,#e3ae6c
8537,#68B366,#E9ECF0,#247522,#3E3638,#3E3638,#68B366,#3C8D95,#C0DCDA,#1A3D42,#291A25,#291A25,#3C8D95
8538,#EAB3CE,#A1372F,#71576A,#EAB3CE,#EAB3CE,#EAB3CE,#A47FC8,#6E1F26,#462D4F,#A47FC8,#A47FC8,#A47FC8
8539,#99D2D9,#8E6468,#FFEBD9,#8E6468,#99D2D9,#99D2D9,#6486AC,#6C3D5A,#FFBEBE,#6C3D5A,#6486AC,#6486AC
8540,#6C3875,#D7DE72,#FFEBD9,#DED827,#6C3875,#6C3875,#2C1A53,#B6AB53,#FFBEBE,#D1AC42,#2C1A53,#2C1A53
8541,#3E3638,#68B366,#22AFD9,#99D2D9,#99D2D9,#3E3638,#291A25,#3C8D95,#3C68B2,#6486AC,#6486AC,#291A25
8542,#E9ECF0,#EAB3CE,#755A6D,#EAB3CE,#EAB3CE,#E9ECF0,#C0DCDA,#A47FC8,#4B2F52,#A47FC8,#A47FC8,#C0DCDA
8543,#A1372F,#FFEBD9,#33512E,#68B366,#68B366,#A1372F,#6E1F26,#FFBEBE,#0D393A,#3C8D95,#3C8D95,#6E1F26
8544,#5260B8,#5260B8,#FFE1BB,#D7DE72,#D7DE72,#5260B8,#454074,#454074,#F7B39E,#B6AB53,#B6AB53,#454074
8545,#D7DE72,#5260B8,#FFEBD9,#5260B8,#5260B8,#D7DE72,#B6AB53,#454074,#FFBEBE,#454074,#454074,#B6AB53
8546,#68b366,#ffe7cb,#ffe7cb,#a1372f,#a1372f,#68b366,#258b76,#fabbad,#fabbad,#702111,#702111,#258b76
8547,#eab3ce,#ffebd9,#ffebd9,#e9ecf0,#e9ecf0,#eab3ce,#d78bce,#ffbebe,#ffbebe,#c3b7d9,#c3b7d9,#d78bce
8548,#99D2D9,#99D2D9,#FFE1BB,#3E3638,#3E3638,#99D2D9,#6486AC,#6486AC,#F7B39E,#291A25,#291A25,#6486AC
8549,#6C3875,#D7DE72,#B098B4,#6C3875,#6C3875,#6C3875,#2C1A53,#B6AB53,#6E6187,#2C1A53,#2C1A53,#2C1A53
8550,#3e3638,#f0b370,#f0b370,#3e3638,#3e3638,#3e3638,#30101f,#c37641,#c37641,#30101f,#30101f,#30101f
8551,#e9ecf0,#f0b370,#f0b370,#6c3875,#6c3875,#e9ecf0,#c3b7d9,#c37641,#c37641,#511960,#511960,#c3b7d9
8552,#A1372F,#FFE1BB,#34BAD9,#99D2D9,#99D2D9,#A1372F,#6E1F26,#F7B39E,#4D77B3,#6486AC,#6486AC,#6E1F26
8553,#5260b8,#e9ecf0,#ffebd9,#eab3ce,#eab3ce,#5260b8,#4f408d,#c3b7d9,#ffbebe,#d78bce,#d78bce,#4f408d
8554,#D7DE72,#F0B370,#39532F,#68B366,#68B366,#D7DE72,#B6AB53,#C37641,#113835,#3C8D95,#3C8D95,#B6AB53
8555,#68B366,#5260B8,#9DA4CC,#D7DE72,#D7DE72,#68B366,#3C8D95,#454074,#658BAA,#B6AB53,#B6AB53,#3C8D95
8556,#eab3ce,#d7de72,#ffe7cb,#5260b8,#5260b8,#eab3ce,#d78bce,#e3ae6c,#fabbad,#4f408d,#4f408d,#d78bce
8557,#99d2d9,#68b366,#ffe1bb,#a1372f,#a1372f,#99d2d9,#8fa8e0,#258b76,#f7b39e,#702111,#702111,#8fa8e0
8558,#6c3875,#eab3ce,#ffe1bb,#e9ecf0,#e9ecf0,#6c3875,#511960,#d78bce,#f7b39e,#c3b7d9,#c3b7d9,#511960
8559,#3E3638,#99D2D9,#917E85,#3E3638,#3E3638,#3E3638,#291A25,#6486AC,#6E506B,#291A25,#291A25,#291A25
8560,#E9ECF0,#FFEBD9,#FFEBD9,#413E37,#E9ECF0,#E9ECF0,#C0DCDA,#FFBEBE,#FFBEBE,#2F2D1C,#C0DCDA,#C0DCDA
8561,#a1372f,#3e3638,#ffe7cb,#a1372f,#a1372f,#a1372f,#702111,#30101f,#fabbad,#702111,#702111,#702111
8562,#5260B8,#E9ECF0,#F0B370,#21304A,#5260B8,#5260B8,#454074,#C0DCDA,#C37641,#1C1C23,#454074,#454074
8563,#D7DE72,#A1372F,#75753C,#D7DE72,#D7DE72,#D7DE72,#B6AB53,#6E1F26,#515F26,#B6AB53,#B6AB53,#B6AB53
8564,#68b366,#f0b370,#f0b370,#68b366,#68b366,#68b366,#258b76,#c37641,#c37641,#258b76,#258b76,#258b76
8565,#EAB3CE,#D7DE72,#FFE1BB,#FFE033,#EAB3CE,#EAB3CE,#A47FC8,#B6AB53,#F7B39E,#F0B553,#A47FC8,#A47FC8
8566,#99d2d9,#68b366,#f0b370,#99d2d9,#99d2d9,#99d2d9,#8fa8e0,#258b76,#c37641,#8fa8e0,#8fa8e0,#8fa8e0
8567,#6c3875,#eab3ce,#ffe7cb,#6c3875,#6c3875,#6c3875,#511960,#d78bce,#fabbad,#511960,#511960,#511960
8568,#3e3638,#ffebd9,#ffebd9,#6c3875,#6c3875,#3e3638,#30101f,#ffbebe,#ffbebe,#511960,#511960,#30101f
8569,#e9ecf0,#a1372f,#ffebd9,#99d2d9,#99d2d9,#e9ecf0,#c3b7d9,#702111,#ffbebe,#8fa8e0,#8fa8e0,#c3b7d9
8570,#A1372F,#FFE7CB,#451A17,#EAB3CE,#EAB3CE,#A1372F,#6E1F26,#FABBAD,#260E0A,#A47FC8,#A47FC8,#6E1F26
8571,#5260B8,#D7DE72,#365E37,#68B366,#68B366,#5260B8,#454074,#B6AB53,#1A3B41,#3C8D95,#3C8D95,#454074
8572,#D7DE72,#FFEBD9,#787C44,#D7DE72,#D7DE72,#D7DE72,#B6AB53,#FFBEBE,#54652C,#B6AB53,#B6AB53,#B6AB53
8573,#68B366,#F0B370,#23224D,#5260B8,#5260B8,#68B366,#3C8D95,#C37641,#201D24,#454074,#454074,#3C8D95
8574,#eab3ce,#99d2d9,#f0b370,#a1372f,#a1372f,#eab3ce,#d78bce,#8fa8e0,#c37641,#702111,#702111,#d78bce
8575,#99d2d9,#ffe7cb,#ffe7cb,#e9ecf0,#e9ecf0,#99d2d9,#8fa8e0,#fabbad,#fabbad,#c3b7d9,#c3b7d9,#8fa8e0
8576,#6c3875,#3e3638,#ffe1bb,#3e3638,#3e3638,#6c3875,#511960,#30101f,#f7b39e,#30101f,#30101f,#511960
8577,#3E3638,#A1372F,#FFE1BB,#788A8A,#3E3638,#3E3638,#291A25,#6E1F26,#F7B39E,#565E71,#291A25,#291A25
8578,#e9ecf0,#ffe7cb,#ffe7cb,#e9ecf0,#e9ecf0,#e9ecf0,#c3b7d9,#fabbad,#fabbad,#c3b7d9,#c3b7d9,#c3b7d9
8579,#A1372F,#FFE1BB,#4A161B,#6C3875,#6C3875,#A1372F,#6E1F26,#F7B39E,#2B0A0B,#2C1A53,#2C1A53,#6E1F26
8580,#5260B8,#FFE1BB,#FFE1BB,#181F4B,#303341,#5260B8,#454074,#F7B39E,#F7B39E,#1A1722,#152033,#454074
8581,#d7de72,#eab3ce,#f0b370,#eab3ce,#eab3ce,#d7de72,#e3ae6c,#d78bce,#c37641,#d78bce,#d78bce,#e3ae6c
8582,#68B366,#99D2D9,#234E22,#68B366,#68B366,#68B366,#3C8D95,#6486AC,#0F331C,#3C8D95,#3C8D95,#3C8D95
8583,#eab3ce,#6c3875,#ffe1bb,#d7de72,#d7de72,#eab3ce,#d78bce,#511960,#f7b39e,#e3ae6c,#e3ae6c,#d78bce
8584,#99D2D9,#3E3638,#FFE7CB,#AF7B7E,#D95E2E,#99D2D9,#6486AC,#291A25,#FABBAD,#8D4F72,#AC402E,#6486AC
8585,#6C3875,#E9ECF0,#581A26,#A1372F,#A1372F,#6C3875,#2C1A53,#C0DCDA,#1D0911,#6E1F26,#6E1F26,#2C1A53
8586,#3E3638,#FFEBD9,#8B797D,#E9ECF0,#E9ECF0,#3E3638,#291A25,#FFBEBE,#684C62,#C0DCDA,#C0DCDA,#291A25
8587,#e9ecf0,#d7de72,#ffebd9,#3e3638,#3e3638,#e9ecf0,#c3b7d9,#e3ae6c,#ffbebe,#30101f,#30101f,#c3b7d9
8588,#a1372f,#68b366,#ffebd9,#a1372f,#a1372f,#a1372f,#702111,#258b76,#ffbebe,#702111,#702111,#702111
8589,#5260b8,#eab3ce,#ffebd9,#5260b8,#5260b8,#5260b8,#4f408d,#d78bce,#ffbebe,#4f408d,#4f408d,#4f408d
8590,#D7DE72,#701A75,#701A75,#6C3875,#6C3875,#D7DE72,#B6AB53,#2C163E,#2C163E,#2C1A53,#2C1A53,#B6AB53
8591,#68b366,#6c3875,#f0b370,#99d2d9,#99d2d9,#68b366,#258b76,#511960,#c37641,#8fa8e0,#8fa8e0,#258b76
8592,#EAB3CE,#3E3638,#8A4064,#EAB3CE,#EAB3CE,#EAB3CE,#A47FC8,#291A25,#6A2654,#A47FC8,#A47FC8,#A47FC8
8593,#99D2D9,#E9ECF0,#32512E,#68B366,#68B366,#99D2D9,#6486AC,#C0DCDA,#123739,#3C8D95,#3C8D95,#6486AC
8594,#6C3875,#F0B370,#423245,#D7DE72,#D7DE72,#6C3875,#2C1A53,#C37641,#1E1335,#B6AB53,#B6AB53,#2C1A53
8595,#3E3638,#202648,#202648,#5260B8,#5260B8,#3E3638,#291A25,#1B191F,#1B191F,#454074,#454074,#291A25
8596,#E9ECF0,#F0B370,#492015,#A1372F,#A1372F,#E9ECF0,#C0DCDA,#C37641,#300605,#6E1F26,#6E1F26,#C0DCDA
8597,#a1372f,#ffe1bb,#ffe1bb,#e9ecf0,#e9ecf0,#a1372f,#702111,#f7b39e,#f7b39e,#c3b7d9,#c3b7d9,#702111
8598,#5260B8,#FFEBD9,#282654,#3E3638,#3E3638,#5260B8,#454074,#FFBEBE,#151319,#291A25,#291A25,#454074
8599,#d7de72,#6c3875,#f0b370,#d7de72,#d7de72,#d7de72,#e3ae6c,#511960,#c37641,#e3ae6c,#e3ae6c,#e3ae6c
8600,#68B366,#3E3638,#FFE1BB,#2C722A,#68B366,#68B366,#3C8D95,#291A25,#F7B39E,#193433,#3C8D95,#3C8D95
8601,#eab3ce,#ffe1bb,#ffe1bb,#6c3875,#6c3875,#eab3ce,#d78bce,#f7b39e,#f7b39e,#511960,#511960,#d78bce
8602,#99D2D9,#FFEBD9,#FFEBD9,#99D2D9,#99D2D9,#D7DE72,#6486AC,#FFBEBE,#FFBEBE,#6486AC,#6486AC,#B6AB53
8603,#6c3875,#5260b8,#ffebd9,#eab3ce,#eab3ce,#6c3875,#511960,#4f408d,#ffbebe,#d78bce,#d78bce,#511960
8604,#3E3638,#F0B370,#375732,#68B366,#68B366,#3E3638,#291A25,#C37641,#123A3D,#3C8D95,#3C8D95,#291A25
8605,#e9ecf0,#eab3ce,#ffe7cb,#d7de72,#d7de72,#e9ecf0,#c3b7d9,#d78bce,#fabbad,#e3ae6c,#e3ae6c,#c3b7d9
8606,#a1372f,#ffe7cb,#ffe7cb,#5260b8,#5260b8,#a1372f,#702111,#fabbad,#fabbad,#4f408d,#4f408d,#702111
8607,#5260b8,#ffebd9,#ffebd9,#a1372f,#a1372f,#5260b8,#4f408d,#ffbebe,#ffbebe,#702111,#702111,#4f408d
8608,#d7de72,#3e3638,#f0b370,#e9ecf0,#e9ecf0,#d7de72,#e3ae6c,#30101f,#c37641,#c3b7d9,#c3b7d9,#e3ae6c
8609,#68b366,#f0b370,#f0b370,#3e3638,#3e3638,#68b366,#258b76,#c37641,#c37641,#30101f,#30101f,#258b76
8610,#173540,#A56F3A,#51A1E6,#A3ABB2,#402727,#2356B2,#273D39,#774129,#3261A8,#83899D,#271015,#2D346F
8611,#7BB6D9,#1A628D,#8D8D8D,#2869D9,#D96455,#69C4F9,#4778A6,#384368,#797673,#323C92,#B15243,#3B76C5
8612,#F4E3EF,#70243D,#554B52,#965F90,#D5438D,#D587B6,#DDC2F2,#341223,#3A223E,#593674,#823C75,#A64EB2
8613,#17400F,#64C56F,#2B9218,#CACCCA,#CACCCA,#2B9218,#05160C,#4B9792,#1A655B,#9DAF9B,#9DAF9B,#1A655B
8614,#66C2F4,#113346,#808588,#FCFDFE,#245096,#3E3F40,#3974C1,#141823,#4F5B6C,#B6D1B5,#2D3358,#18232B
8615,#3199F9,#F9F1EE,#F9F1EE,#3199F9,#3199F9,#78DCF9,#375AB4,#DAB6D7,#DBB6D6,#375AB4,#375AB4,#4497C0
8616,#C88843,#4AAFDC,#471B18,#675650,#F9F1EE,#471B18,#995636,#275DAD,#280F0B,#562F3C,#DBB6D6,#280F0B
8617,#BB4625,#1B3F88,#1B3F88,#BB4625,#264058,#3199F9,#871F19,#24274B,#24284B,#871F19,#39484E,#375BB5
8618,#F9CA45,#F9CA45,#EFB16B,#464685,#E2E7F9,#16154E,#E3A663,#E3A663,#C37642,#262650,#D0D4FB,#0B0913
8619,#EB8F3E,#141818,#292929,#1C685F,#1C685F,#FFF9F2,#BF4D34,#000000,#11100B,#1A2F27,#1A2F27,#F8E9E9
8620,#FFE3E6,#EFAD6C,#EFAD6C,#BE006D,#221F7F,#3585AD,#FFE3E6,#C37642,#C37642,#650013,#0F0B60,#44547D
8621,#9A0600,#00AB99,#FFFFFF,#73434F,#715B4C,#00AB99,#D93A81,#047180,#EECECE,#3A2A2E,#1F1F1F,#047180
8622,#804685,#F9CA45,#F1DA6B,#804685,#D5BDFF,#2E154E,#262650,#E3A663,#C4A040,#262650,#B678EE,#0B0913
8623,#5C8989,#EFB370,#4A7676,#B92D00,#D0D3E4,#930100,#080505,#C37642,#274C60,#95000D,#9689B9,#6C0100
8624,#0432AD,#FFFFFF,#6C4C5A,#C39400,#6C4C5A,#FFFFFF,#DFCEC6,#EEDBD2,#343B4F,#987A20,#343B4F,#EEDBD2
8625,#F7B39F,#FDFDFD,#FFDBB8,#85E1E2,#F083FF,#F083FD,#DFD7FF,#BE90A3,#F7B39F,#239CB7,#AF78DF,#AF78DF
8626,#871414,#FFEBD9,#FFEBD9,#EED8C0,#312D60,#B49B93,#AD206B,#FFBEBD,#FFBEBD,#BC9384,#110D48,#AD736E
8627,#506E73,#EFB370,#3E413B,#4B4D48,#272B21,#463F3E,#21494F,#C37642,#302D2D,#232422,#141A0B,#332523
8628,#FF006F,#FFEBD9,#FFEBD9,#CA0059,#F4FF00,#351362,#9F0030,#FFBEBD,#FFBEBD,#9F0030,#D4C428,#3E013F
8629,#CBB5BB,#CBB5BB,#CBB5BB,#C7EEF1,#F3E0DD,#FFFAD5,#B7D1DB,#9E8098,#9E8098,#9FC2CF,#E2C0BB,#F5E7C1
9100,#FF0900,#386B17,#D8C8C1,#EB7036,#45A83D,#FFB561,#6A0E04,#365021,#BD9AA2,#BD402F,#19803F,#B75D57
9101,#A2A3AD,#EEEEEE,#EEEEEE,#EEEEEE,#4138D6,#4C5390,#808097,#9A9A9A,#9A9A9A,#8E8E8E,#302595,#272F5F
9102,#8AABDD,#313C4E,#6E5D45,#D13C64,#3B5EE4,#0C254E,#507DAC,#142C40,#562C2C,#AA153C,#413D9E,#131424
9103,#4B1B24,#73C0CA,#46282E,#D0FDFD,#F0F8F8,#D14A59,#2C0D10,#44A4B7,#593B40,#3098A1,#CFE8F8,#A8454A
9104,#865DA4,#9E4ABE,#807099,#281840,#8C983E,#E6DEF3,#51297B,#4D1A75,#444975,#0F0B1A,#2E7D39,#B9AFE8
9105,#728C6D,#3E473C,#37632C,#411847,#588E4A,#BEC3BE,#254633,#183130,#134541,#000000,#375E44,#8FA18E
9106,#7D552F,#4492B6,#3C4C53,#B68D81,#D7ECF6,#477A91,#69232D,#25488B,#152041,#986476,#B7D1E7,#214974
9107,#3A3B98,#2541EC,#9D9E95,#9E9E52,#474844,#81827B,#2D396B,#2D3A8E,#8A8C7F,#766B35,#373428,#67685E
9108,#42302F,#1B3A42,#4A686C,#187C96,#DEF2F7,#808687,#291517,#2E433B,#363F67,#3E4D7B,#CDDCFC,#50606B
9109,#CE5824,#5EC1CA,#1D4245,#38ADB7,#CEC3BF,#453937,#A02C1E,#427BA3,#32453C,#526B9E,#B397A0,#2C1B1B
9110,#204E8B,#A5CAFA,#735A1A,#77797B,#2D3744,#CDB786,#2A3250,#62A1CF,#323D14,#474C5F,#2B4343,#B38861
9111,#441D1E,#6D6666,#544141,#0E443E,#41A79B,#6F1718,#2A0B10,#564256,#35222C,#092915,#4C658D,#280915
9112,#EBF2FD,#76746D,#152D76,#8C8518,#FD8A3E,#B5BAC3,#C6E7ED,#58504D,#1A1B39,#4D5D1D,#CF573B,#7C8AA5
9113,#3C3B9C,#9EB0D7,#562E00,#80818C,#44454C,#BFA5CD,#141448,#626A7E,#261000,#494A58,#131E27,#9B7AB8
9114,#9893B1,#52464B,#454553,#8B716C,#935454,#F5F0F4,#626C91,#323A67,#303038,#504644,#6B1F1E,#B2AFA7
9115,#272759,#E6DAEE,#24295A,#C93A35,#BC8ECF,#263C51,#040109,#C1A8D5,#171620,#651414,#786191,#212627
9116,#8A9BD5,#344140,#60648C,#157D76,#B2AE73,#ADDAD1,#5A6AA1,#16182F,#314C69,#243C54,#919B53,#708EA8
9117,#404C44,#344141,#7C6A66,#9B7C00,#632927,#A5C0C8,#1F2E3B,#16172F,#5E474F,#885815,#441B16,#7182A7
9118,#761D2D,#599B71,#4E4A4A,#CCB1B0,#BBD4D5,#4E4A4A,#44312E,#3B745B,#262B2B,#5B3844,#8FA8A7,#262B2B
9119,#212F73,#2B2971,#2B2D43,#CFDCDB,#6C2934,#352B2A,#07051B,#523F95,#07070B,#3F4F4F,#331420,#000000
9120,#8F6DB0,#CB383D,#ACB2B2,#BA3F64,#94B4AF,#3A1861,#645674,#732E2E,#1D3F4D,#80265D,#42858F,#201037
9121,#07F5FF,#899999,#B0E2E2,#E25D3A,#ABDCDC,#392C38,#447FD9,#6F7984,#769DB3,#B54337,#7297AE,#1E1029
9122,#FF6B81,#FFFFFF,#579DB0,#73E0C6,#BCD9D7,#2D3B39,#FF6BF7,#DCADDC,#165769,#1B8269,#ADB8B7,#002017
9123,#637974,#427963,#FFE7CA,#FF791C,#D1916C,#7BAEA4,#445060,#305949,#FABBAD,#7E4B15,#B4724D,#51746D
9124,#E9E573,#8F1D0D,#DEDEDE,#464646,#CDC571,#A12D33,#8C8134,#5F070A,#B6B6B6,#000000,#8D8639,#650C13
9125,#3F3B47,#5C66A5,#FFE7CA,#8D7711,#BF4243,#D2BAD9,#211E39,#323A67,#FABBAD,#56461E,#6B1F1E,#A489BE
9126,#0B166C,#83FFFE,#6B53CA,#7D0000,#7D0000,#0B166C,#000948,#60ADAD,#473884,#410000,#410000,#000948
9127,#5E9EE5,#0A7800,#545454,#5E9EE5,#0A7800,#FFFFFF,#3F6EA1,#053C00,#373737,#3F6EA1,#053C00,#D4D4D4
9128,#F38D46,#F38D46,#4F4F4F,#5EAB74,#717171,#FFFFFF,#AD6938,#AD6938,#303030,#233C2A,#3F3F3F,#ABABAB
9129,#FFACE0,#83FFF3,#848484,#FFACE0,#D9A2FF,#FFFFFF,#C380A9,#68C0B9,#595959,#C380A9,#A67CC3,#CACACA
9130,#FF5900,#FFFFFF,#C06800,#C06800,#FFFFFF,#006C3E,#AB3C00,#B9B9B9,#904F00,#904F00,#CCCCCC,#003F24
9131,#FF7BD5,#DCE0F5,#5D5059,#4D2224,#4F1142,#DEAED4,#DF50D5,#B1C3EF,#402546,#2E1211,#000000,#877CBD
9132,#36BA76,#FFFFFF,#22647C,#BE5755,#3F2E3C,#372B35,#1E6B1E,#A0AEAE,#002154,#633E3E,#100E10,#000000
9133,#769293,#DA0E0E,#914522,#236391,#27577A,#B8443E,#565F7A,#5D1521,#642B1C,#40496C,#323163,#844437
9134,#8BCDC9,#CD93A0,#BCBA2A,#F3F2A3,#E9EAF0,#D7CACA,#5A6EA2,#9A618B,#463C0D,#A1A172,#A6A4BE,#787474
9135,#D98FB4,#952323,#E4D0E2,#D3D185,#FFFFFF,#FBE7F7,#6D4444,#500303,#B8A6B8,#6F4C00,#BAB3B3,#B69CB2
9136,#8A572D,#3F2F2F,#464646,#ECCEC9,#71866E,#9D6E6E,#441D00,#000000,#000000,#520238,#576158,#7A4646
9137,#FFFFFF,#C3AD14,#CDAD17,#8A0900,#2F2F2F,#8A0900,#BEB2B2,#99790A,#865400,#4A0000,#000000,#4A0000
9138,#FFFFFF,#8A7B67,#000950,#FFFFFF,#F9F9F9,#E98B44,#FFFFFF,#5D4727,#000000,#AE8F8F,#E2E7F2,#A84A03
9139,#E4C225,#FFFFFF,#FFFFFF,#DED034,#ADBC2A,#FFFFFF,#976C0D,#9F9191,#BBBEE0,#885600,#827F00,#9B98B8
9140,#4A0E11,#B6E8E6,#261107,#BFDCDC,#7B5D88,#546182,#000000,#75B8BC,#000000,#006563,#3A1946,#1A264E
9141,#ABCEC0,#596B63,#5662C8,#0D1D41,#D6614A,#A3A8B7,#6D929C,#354358,#414CA6,#09132B,#80262A,#465163
9142,#8EC361,#FFFFFF,#FFFFFF,#574924,#E1B133,#30A860,#55733B,#B9B9B9,#E0E0E0,#404207,#C98E4E,#1C673A
9143,#506793,#895957,#A4510D,#7F1F1A,#FFFFFF,#FA4B42,#313D54,#67334C,#6A360B,#490E18,#C0C0C0,#C43148
9144,#862833,#872832,#FFFFFF,#E86146,#926158,#45261F,#410601,#4A1926,#D4D4D4,#BB493F,#743D52,#2C0C0C
9145,#584D10,#2228C0,#E0E0E0,#DBD4AE,#DBD4AE,#484DC6,#152109,#1E1B80,#807F7F,#C1A08C,#C1A08C,#4C3E82
9146,#857CB0,#7C7A57,#7A5DFC,#384218,#33294B,#F3FC8A,#675E92,#60663C,#6153C3,#012B12,#181528,#D5CA68
9147,#736E84,#B2D6CD,#437B84,#A9CFCE,#C3E9E8,#B92916,#595667,#7490A4,#2B326B,#698293,#90B1C7,#731E13
9148,#F3DF4E,#F3DF4E,#DDDDDD,#404012,#BEC484,#787B61,#DFB76B,#DFB76B,#ADADAD,#1E2B01,#85A160,#525442
9149,#BC716F,#D6BD7E,#FAECBE,#4A4D52,#676767,#531412,#96505D,#90815C,#C5BB9A,#232230,#3C3C3C,#23070B
9150,#DDDDDD,#D0E6FF,#DDDDDD,#212A45,#212A45,#40362F,#B2B2B2,#406794,#B2B2B2,#19191D,#19191D,#271916
9151,#575757,#FF0000,#EFB16E,#FFFFFF,#FFFFFF,#3F3F3F,#464646,#890000,#C37642,#FFFFFF,#989898,#222222
9152,#840000,#2D3060,#333333,#414141,#800000,#FFFFFF,#460000,#1C1E3A,#181818,#161616,#2E0000,#BCBCBC
9153,#F8FF77,#696CFF,#58FFFC,#502DFF,#332A56,#FFFFFF,#90CF69,#7561BB,#78B3DA,#3E3197,#1E1924,#C0B3CF
9154,#870093,#DBB837,#787878,#FFFFFF,#373737,#FF2E28,#500357,#9C8427,#545454,#B7B7B7,#1D1D1D,#A4221E
9155,#FFFFFF,#DBBD20,#DBBD20,#FFFFFF,#262626,#262626,#C3C3C3,#937F1A,#937F1A,#ABABAB,#161616,#161616
9156,#0077B7,#39B729,#20A40F,#523232,#FFFFFF,#7D4D29,#00507B,#227B17,#217B15,#332020,#ADADAD,#4F321C
9157,#FFFFFF,#BE0000,#FFFFFF,#9A9A9A,#23003C,#FFFFFF,#FFFFFF,#820000,#C0C0C0,#717171,#12001F,#BEBEBE
9158,#FFFFFF,#6F6F6F,#6F6F6F,#FFFFFF,#262626,#008CE2,#BEBEBE,#3A3A3A,#3A3A3A,#C0C0C0,#000000,#005AB2
9159,#353535,#C0C0C0,#C0C0C0,#353535,#FFFFFF,#FFFFFF,#000000,#807F7F,#807F7F,#000000,#C3C3C3,#909090
9160,#FF7C7C,#585858,#FFFFFF,#FFFFFF,#EC82D1,#FFFFFF,#D86866,#4B3641,#C0B3CF,#C0B3CF,#A74ECA,#C0B3CF
9161,#1D979F,#679396,#454545,#F2F7F7,#965D4B,#612512,#375285,#49567D,#213528,#B9D6B9,#703131,#2E0B08
9162,#53271B,#CAA69D,#43A4CF,#194E53,#DB4847,#C1E8F9,#3A0A08,#9A7F89,#2253A1,#1A3837,#A73547,#99BFE0
9163,#4DDFCB,#347B77,#809795,#483D3F,#4B402E,#F47355,#779DBA,#134C50,#5E687E,#331F2C,#413122,#C7594D
9164,#4A4642,#909CA1,#8A919A,#A1461E,#9A7B20,#294E80,#392729,#787C8D,#737186,#742B1C,#735028,#3C3E58
9165,#5B839F,#9F5D3E,#EAF3FA,#9F7F34,#394046,#0E3958,#2C5282,#7B332F,#C0E5DD,#714C24,#142231,#1A1F34
9166,#416BEF,#3E496D,#92949C,#15265D,#C2B335,#B8C272,#4544AA,#162751,#707285,#121222,#6C953E,#9A9651
9167,#D1235C,#46373C,#F577A0,#431222,#E0C2CC,#E03F54,#7F285F,#2C1C24,#CF6283,#210810,#B48DAD,#933060
9168,#E560BD,#5A263B,#255A51,#928088,#619075,#921762,#915292,#3B1522,#355531,#70526E,#3C7B8D,#491A48
9169,#69746C,#E1CCDF,#3C7449,#741449,#713B62,#685E68,#48595B,#BB98C4,#204859,#220B1E,#51214E,#393850
